21.4283 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
483.2938 	EXP 	line4: autoDraw = True
484.2944 	INFO 	Keyboard events cleared
484.2937 	EXP 	probe: autoDraw = True
485.1118 	EXP 	New trial (rep=45, index=1): <Trial 181 (1 in rep 45) data={'pos': 150, 'corr_resp': 'v', 'thisN': 181, 'thisTrialN': 1, 'thisRepN': 45}>
485.1138 	DATA 	Keypress: x
485.1268 	EXP 	fixation: autoDraw = False
485.1268 	EXP 	line1: autoDraw = False
485.1268 	EXP 	line2: autoDraw = False
485.1268 	EXP 	line3: autoDraw = False
485.1268 	EXP 	line4: autoDraw = False
485.1268 	EXP 	probe: autoDraw = False
485.1268 	EXP 	fixation: autoDraw = True
486.1273 	EXP 	fixation: autoDraw = False
486.1273 	EXP 	line1: autoDraw = True
486.1273 	EXP 	line2: autoDraw = True
486.1273 	EXP 	line3: autoDraw = True
486.1273 	EXP 	line4: autoDraw = True
487.1275 	INFO 	Keyboard events cleared
487.1269 	EXP 	probe: autoDraw = True
488.2955 	EXP 	New trial (rep=45, index=2): <Trial 182 (2 in rep 45) data={'pos': 50, 'corr_resp': 'c', 'thisN': 182, 'thisTrialN': 2, 'thisRepN': 45}>
488.2974 	DATA 	Keypress: v
488.3104 	EXP 	fixation: autoDraw = False
488.3104 	EXP 	line1: autoDraw = False
488.3104 	EXP 	line2: autoDraw = False
488.3104 	EXP 	line3: autoDraw = False
488.3104 	EXP 	line4: autoDraw = False
488.3104 	EXP 	probe: autoDraw = False
488.3104 	EXP 	fixation: autoDraw = True
489.3101 	EXP 	fixation: autoDraw = False
489.3101 	EXP 	line1: autoDraw = True
489.3101 	EXP 	line2: autoDraw = True
489.3101 	EXP 	line3: autoDraw = True
489.3101 	EXP 	line4: autoDraw = True
490.3108 	INFO 	Keyboard events cleared
490.3100 	EXP 	probe: autoDraw = True
491.7464 	DATA 	Keypress: c
491.7617 	EXP 	New trial (rep=45, index=3): <Trial 183 (3 in rep 45) data={'pos': -150, 'corr_resp': 'z', 'thisN': 183, 'thisTrialN': 3, 'thisRepN': 45}>
491.7766 	EXP 	fixation: autoDraw = False
491.7766 	EXP 	line1: autoDraw = False
491.7766 	EXP 	line2: autoDraw = False
491.7766 	EXP 	line3: autoDraw = False
491.7766 	EXP 	line4: autoDraw = False
491.7766 	EXP 	probe: autoDraw = False
491.7766 	EXP 	fixation: autoDraw = True
492.7769 	EXP 	fixation: autoDraw = False
492.7769 	EXP 	line1: autoDraw = True
492.7769 	EXP 	line2: autoDraw = True
492.7769 	EXP 	line3: autoDraw = True
492.7769 	EXP 	line4: autoDraw = True
493.7773 	INFO 	Keyboard events cleared
493.7766 	EXP 	probe: autoDraw = True
494.9118 	EXP 	New trial (rep=46, index=0): <Trial 184 (0 in rep 46) data={'pos': -50, 'corr_resp': 'x', 'thisN': 184, 'thisTrialN': 0, 'thisRepN': 46}>
494.9136 	DATA 	Keypress: z
494.9268 	EXP 	fixation: autoDraw = False
494.9268 	EXP 	line1: autoDraw = False
494.9268 	EXP 	line2: autoDraw = False
494.9268 	EXP 	line3: autoDraw = False
494.9268 	EXP 	line4: autoDraw = False
494.9268 	EXP 	probe: autoDraw = False
494.9268 	EXP 	fixation: autoDraw = True
495.9264 	EXP 	fixation: autoDraw = False
495.9264 	EXP 	line1: autoDraw = True
495.9264 	EXP 	line2: autoDraw = True
495.9264 	EXP 	line3: autoDraw = True
495.9264 	EXP 	line4: autoDraw = True
496.9273 	INFO 	Keyboard events cleared
496.9266 	EXP 	probe: autoDraw = True
497.2452 	EXP 	New trial (rep=46, index=1): <Trial 185 (1 in rep 46) data={'pos': 150, 'corr_resp': 'v', 'thisN': 185, 'thisTrialN': 1, 'thisRepN': 46}>
497.2471 	DATA 	Keypress: x
497.2597 	EXP 	fixation: autoDraw = False
497.2597 	EXP 	line1: autoDraw = False
497.2597 	EXP 	line2: autoDraw = False
497.2597 	EXP 	line3: autoDraw = False
497.2597 	EXP 	line4: autoDraw = False
497.2597 	EXP 	probe: autoDraw = False
497.2597 	EXP 	fixation: autoDraw = True
498.2603 	EXP 	fixation: autoDraw = False
498.2603 	EXP 	line1: autoDraw = True
498.2603 	EXP 	line2: autoDraw = True
498.2603 	EXP 	line3: autoDraw = True
498.2603 	EXP 	line4: autoDraw = True
499.2607 	INFO 	Keyboard events cleared
499.2600 	EXP 	probe: autoDraw = True
500.0115 	EXP 	New trial (rep=46, index=2): <Trial 186 (2 in rep 46) data={'pos': 50, 'corr_resp': 'c', 'thisN': 186, 'thisTrialN': 2, 'thisRepN': 46}>
500.0134 	DATA 	Keypress: v
500.0266 	EXP 	fixation: autoDraw = False
500.0266 	EXP 	line1: autoDraw = False
500.0266 	EXP 	line2: autoDraw = False
500.0266 	EXP 	line3: autoDraw = False
500.0266 	EXP 	line4: autoDraw = False
500.0266 	EXP 	probe: autoDraw = False
500.0266 	EXP 	fixation: autoDraw = True
501.0262 	EXP 	fixation: autoDraw = False
501.0262 	EXP 	line1: autoDraw = True
501.0262 	EXP 	line2: autoDraw = True
501.0262 	EXP 	line3: autoDraw = True
501.0262 	EXP 	line4: autoDraw = True
502.0269 	INFO 	Keyboard events cleared
502.0262 	EXP 	probe: autoDraw = True
502.4109 	EXP 	New trial (rep=46, index=3): <Trial 187 (3 in rep 46) data={'pos': -150, 'corr_resp': 'z', 'thisN': 187, 'thisTrialN': 3, 'thisRepN': 46}>
502.4130 	DATA 	Keypress: c
502.4260 	EXP 	fixation: autoDraw = False
502.4260 	EXP 	line1: autoDraw = False
502.4260 	EXP 	line2: autoDraw = False
502.4260 	EXP 	line3: autoDraw = False
502.4260 	EXP 	line4: autoDraw = False
502.4260 	EXP 	probe: autoDraw = False
502.4260 	EXP 	fixation: autoDraw = True
503.4261 	EXP 	fixation: autoDraw = False
503.4261 	EXP 	line1: autoDraw = True
503.4261 	EXP 	line2: autoDraw = True
503.4261 	EXP 	line3: autoDraw = True
503.4261 	EXP 	line4: autoDraw = True
504.4271 	INFO 	Keyboard events cleared
504.4264 	EXP 	probe: autoDraw = True
504.7285 	DATA 	Keypress: z
504.7444 	EXP 	New trial (rep=47, index=0): <Trial 188 (0 in rep 47) data={'pos': -50, 'corr_resp': 'x', 'thisN': 188, 'thisTrialN': 0, 'thisRepN': 47}>
504.7593 	EXP 	fixation: autoDraw = False
504.7593 	EXP 	line1: autoDraw = False
504.7593 	EXP 	line2: autoDraw = False
504.7593 	EXP 	line3: autoDraw = False
504.7593 	EXP 	line4: autoDraw = False
504.7593 	EXP 	probe: autoDraw = False
504.7593 	EXP 	fixation: autoDraw = True
505.7593 	EXP 	fixation: autoDraw = False
505.7593 	EXP 	line1: autoDraw = True
505.7593 	EXP 	line2: autoDraw = True
505.7593 	EXP 	line3: autoDraw = True
505.7593 	EXP 	line4: autoDraw = True
506.7598 	INFO 	Keyboard events cleared
506.7592 	EXP 	probe: autoDraw = True
507.2448 	EXP 	New trial (rep=47, index=1): <Trial 189 (1 in rep 47) data={'pos': 150, 'corr_resp': 'v', 'thisN': 189, 'thisTrialN': 1, 'thisRepN': 47}>
507.2466 	DATA 	Keypress: x
507.2595 	EXP 	fixation: autoDraw = False
507.2595 	EXP 	line1: autoDraw = False
507.2595 	EXP 	line2: autoDraw = False
507.2595 	EXP 	line3: autoDraw = False
507.2595 	EXP 	line4: autoDraw = False
507.2595 	EXP 	probe: autoDraw = False
507.2595 	EXP 	fixation: autoDraw = True
508.2594 	EXP 	fixation: autoDraw = False
508.2594 	EXP 	line1: autoDraw = True
508.2594 	EXP 	line2: autoDraw = True
508.2594 	EXP 	line3: autoDraw = True
508.2594 	EXP 	line4: autoDraw = True
509.2605 	INFO 	Keyboard events cleared
509.2596 	EXP 	probe: autoDraw = True
510.6942 	EXP 	New trial (rep=47, index=2): <Trial 190 (2 in rep 47) data={'pos': 50, 'corr_resp': 'c', 'thisN': 190, 'thisTrialN': 2, 'thisRepN': 47}>
510.6960 	DATA 	Keypress: v
510.7094 	EXP 	fixation: autoDraw = False
510.7094 	EXP 	line1: autoDraw = False
510.7094 	EXP 	line2: autoDraw = False
510.7094 	EXP 	line3: autoDraw = False
510.7094 	EXP 	line4: autoDraw = False
510.7094 	EXP 	probe: autoDraw = False
510.7094 	EXP 	fixation: autoDraw = True
511.7092 	EXP 	fixation: autoDraw = False
511.7092 	EXP 	line1: autoDraw = True
511.7092 	EXP 	line2: autoDraw = True
511.7092 	EXP 	line3: autoDraw = True
511.7092 	EXP 	line4: autoDraw = True
512.7097 	INFO 	Keyboard events cleared
512.7090 	EXP 	probe: autoDraw = True
513.2281 	EXP 	New trial (rep=47, index=3): <Trial 191 (3 in rep 47) data={'pos': -150, 'corr_resp': 'z', 'thisN': 191, 'thisTrialN': 3, 'thisRepN': 47}>
513.2299 	DATA 	Keypress: c
513.2423 	EXP 	fixation: autoDraw = False
513.2423 	EXP 	line1: autoDraw = False
513.2423 	EXP 	line2: autoDraw = False
513.2423 	EXP 	line3: autoDraw = False
513.2423 	EXP 	line4: autoDraw = False
513.2423 	EXP 	probe: autoDraw = False
513.2423 	EXP 	fixation: autoDraw = True
514.2422 	EXP 	fixation: autoDraw = False
514.2422 	EXP 	line1: autoDraw = True
514.2422 	EXP 	line2: autoDraw = True
514.2422 	EXP 	line3: autoDraw = True
514.2422 	EXP 	line4: autoDraw = True
515.2429 	INFO 	Keyboard events cleared
515.2422 	EXP 	probe: autoDraw = True
515.6773 	EXP 	New trial (rep=48, index=0): <Trial 192 (0 in rep 48) data={'pos': -50, 'corr_resp': 'x', 'thisN': 192, 'thisTrialN': 0, 'thisRepN': 48}>
515.6791 	DATA 	Keypress: z
515.6923 	EXP 	fixation: autoDraw = False
515.6923 	EXP 	line1: autoDraw = False
515.6923 	EXP 	line2: autoDraw = False
515.6923 	EXP 	line3: autoDraw = False
515.6923 	EXP 	line4: autoDraw = False
515.6923 	EXP 	probe: autoDraw = False
515.6923 	EXP 	fixation: autoDraw = True
516.6921 	EXP 	fixation: autoDraw = False
516.6921 	EXP 	line1: autoDraw = True
516.6921 	EXP 	line2: autoDraw = True
516.6921 	EXP 	line3: autoDraw = True
516.6921 	EXP 	line4: autoDraw = True
517.6933 	INFO 	Keyboard events cleared
517.6926 	EXP 	probe: autoDraw = True
518.3608 	EXP 	New trial (rep=48, index=1): <Trial 193 (1 in rep 48) data={'pos': 150, 'corr_resp': 'v', 'thisN': 193, 'thisTrialN': 1, 'thisRepN': 48}>
518.3627 	DATA 	Keypress: x
518.3758 	EXP 	fixation: autoDraw = False
518.3758 	EXP 	line1: autoDraw = False
518.3758 	EXP 	line2: autoDraw = False
518.3758 	EXP 	line3: autoDraw = False
518.3758 	EXP 	line4: autoDraw = False
518.3758 	EXP 	probe: autoDraw = False
518.3758 	EXP 	fixation: autoDraw = True
519.3759 	EXP 	fixation: autoDraw = False
519.3759 	EXP 	line1: autoDraw = True
519.3759 	EXP 	line2: autoDraw = True
519.3759 	EXP 	line3: autoDraw = True
519.3759 	EXP 	line4: autoDraw = True
520.3765 	INFO 	Keyboard events cleared
520.3758 	EXP 	probe: autoDraw = True
521.2769 	EXP 	New trial (rep=48, index=2): <Trial 194 (2 in rep 48) data={'pos': 50, 'corr_resp': 'c', 'thisN': 194, 'thisTrialN': 2, 'thisRepN': 48}>
521.2787 	DATA 	Keypress: v
521.2919 	EXP 	fixation: autoDraw = False
521.2919 	EXP 	line1: autoDraw = False
521.2919 	EXP 	line2: autoDraw = False
521.2919 	EXP 	line3: autoDraw = False
521.2919 	EXP 	line4: autoDraw = False
521.2919 	EXP 	probe: autoDraw = False
521.2919 	EXP 	fixation: autoDraw = True
522.2919 	EXP 	fixation: autoDraw = False
522.2919 	EXP 	line1: autoDraw = True
522.2919 	EXP 	line2: autoDraw = True
522.2919 	EXP 	line3: autoDraw = True
522.2919 	EXP 	line4: autoDraw = True
523.2928 	INFO 	Keyboard events cleared
523.2920 	EXP 	probe: autoDraw = True
523.8433 	EXP 	New trial (rep=48, index=3): <Trial 195 (3 in rep 48) data={'pos': -150, 'corr_resp': 'z', 'thisN': 195, 'thisTrialN': 3, 'thisRepN': 48}>
523.8452 	DATA 	Keypress: c
523.8585 	EXP 	fixation: autoDraw = False
523.8585 	EXP 	line1: autoDraw = False
523.8585 	EXP 	line2: autoDraw = False
523.8585 	EXP 	line3: autoDraw = False
523.8585 	EXP 	line4: autoDraw = False
523.8585 	EXP 	probe: autoDraw = False
523.8585 	EXP 	fixation: autoDraw = True
524.8585 	EXP 	fixation: autoDraw = False
524.8585 	EXP 	line1: autoDraw = True
524.8585 	EXP 	line2: autoDraw = True
524.8585 	EXP 	line3: autoDraw = True
524.8585 	EXP 	line4: autoDraw = True
525.8594 	INFO 	Keyboard events cleared
525.8588 	EXP 	probe: autoDraw = True
526.3769 	EXP 	New trial (rep=49, index=0): <Trial 196 (0 in rep 49) data={'pos': -50, 'corr_resp': 'x', 'thisN': 196, 'thisTrialN': 0, 'thisRepN': 49}>
526.3790 	DATA 	Keypress: z
526.3917 	EXP 	fixation: autoDraw = False
526.3917 	EXP 	line1: autoDraw = False
526.3917 	EXP 	line2: autoDraw = False
526.3917 	EXP 	line3: autoDraw = False
526.3917 	EXP 	line4: autoDraw = False
526.3917 	EXP 	probe: autoDraw = False
526.3917 	EXP 	fixation: autoDraw = True
527.3918 	EXP 	fixation: autoDraw = False
527.3918 	EXP 	line1: autoDraw = True
527.3918 	EXP 	line2: autoDraw = True
527.3918 	EXP 	line3: autoDraw = True
527.3918 	EXP 	line4: autoDraw = True
528.3922 	INFO 	Keyboard events cleared
528.3916 	EXP 	probe: autoDraw = True
531.0098 	EXP 	New trial (rep=49, index=1): <Trial 197 (1 in rep 49) data={'pos': 150, 'corr_resp': 'v', 'thisN': 197, 'thisTrialN': 1, 'thisRepN': 49}>
531.0116 	DATA 	Keypress: x
531.0249 	EXP 	fixation: autoDraw = False
531.0249 	EXP 	line1: autoDraw = False
531.0249 	EXP 	line2: autoDraw = False
531.0249 	EXP 	line3: autoDraw = False
531.0249 	EXP 	line4: autoDraw = False
531.0249 	EXP 	probe: autoDraw = False
531.0249 	EXP 	fixation: autoDraw = True
532.0248 	EXP 	fixation: autoDraw = False
532.0248 	EXP 	line1: autoDraw = True
532.0248 	EXP 	line2: autoDraw = True
532.0248 	EXP 	line3: autoDraw = True
532.0248 	EXP 	line4: autoDraw = True
533.0256 	INFO 	Keyboard events cleared
533.0248 	EXP 	probe: autoDraw = True
534.0599 	EXP 	New trial (rep=49, index=2): <Trial 198 (2 in rep 49) data={'pos': 50, 'corr_resp': 'c', 'thisN': 198, 'thisTrialN': 2, 'thisRepN': 49}>
534.0620 	DATA 	Keypress: v
534.0751 	EXP 	fixation: autoDraw = False
534.0751 	EXP 	line1: autoDraw = False
534.0751 	EXP 	line2: autoDraw = False
534.0751 	EXP 	line3: autoDraw = False
534.0751 	EXP 	line4: autoDraw = False
534.0751 	EXP 	probe: autoDraw = False
534.0751 	EXP 	fixation: autoDraw = True
535.0747 	EXP 	fixation: autoDraw = False
535.0747 	EXP 	line1: autoDraw = True
535.0747 	EXP 	line2: autoDraw = True
535.0747 	EXP 	line3: autoDraw = True
535.0747 	EXP 	line4: autoDraw = True
536.0753 	INFO 	Keyboard events cleared
536.0746 	EXP 	probe: autoDraw = True
536.6950 	DATA 	Keypress: c
536.7095 	EXP 	New trial (rep=49, index=3): <Trial 199 (3 in rep 49) data={'pos': -150, 'corr_resp': 'z', 'thisN': 199, 'thisTrialN': 3, 'thisRepN': 49}>
536.7246 	EXP 	fixation: autoDraw = False
536.7246 	EXP 	line1: autoDraw = False
536.7246 	EXP 	line2: autoDraw = False
536.7246 	EXP 	line3: autoDraw = False
536.7246 	EXP 	line4: autoDraw = False
536.7246 	EXP 	probe: autoDraw = False
536.7246 	EXP 	fixation: autoDraw = True
537.7248 	EXP 	fixation: autoDraw = False
537.7248 	EXP 	line1: autoDraw = True
537.7248 	EXP 	line2: autoDraw = True
537.7248 	EXP 	line3: autoDraw = True
537.7248 	EXP 	line4: autoDraw = True
538.7254 	INFO 	Keyboard events cleared
538.7248 	EXP 	probe: autoDraw = True
539.3678 	EXP 	Imported C:/Users/91982/Documents/moto seq.csv as conditions, 4 conditions, 2 params
539.3879 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'pos': -150, 'corr_resp': 'z', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
539.3903 	DATA 	Keypress: z
539.3944 	EXP 	fixation: autoDraw = False
539.3944 	EXP 	line1: autoDraw = False
539.3944 	EXP 	line2: autoDraw = False
539.3944 	EXP 	line3: autoDraw = False
539.3944 	EXP 	line4: autoDraw = False
539.3944 	EXP 	probe: autoDraw = False
539.3944 	EXP 	fixation: autoDraw = True
540.3746 	EXP 	line1: autoDraw = True
540.3746 	EXP 	line2: autoDraw = True
540.3746 	EXP 	line3: autoDraw = True
540.3746 	EXP 	line4: autoDraw = True
540.4080 	EXP 	fixation: autoDraw = False
541.3755 	INFO 	Keyboard events cleared
541.3748 	EXP 	probe: autoDraw = True
541.9612 	DATA 	Keypress: z
541.9761 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'pos': 150, 'corr_resp': 'v', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
541.9913 	EXP 	fixation: autoDraw = False
541.9913 	EXP 	line1: autoDraw = False
541.9913 	EXP 	line2: autoDraw = False
541.9913 	EXP 	line3: autoDraw = False
541.9913 	EXP 	line4: autoDraw = False
541.9913 	EXP 	probe: autoDraw = False
541.9913 	EXP 	fixation: autoDraw = True
542.9913 	EXP 	fixation: autoDraw = False
542.9913 	EXP 	line1: autoDraw = True
542.9913 	EXP 	line2: autoDraw = True
542.9913 	EXP 	line3: autoDraw = True
542.9913 	EXP 	line4: autoDraw = True
543.9916 	INFO 	Keyboard events cleared
543.9910 	EXP 	probe: autoDraw = True
544.9094 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'pos': -50, 'corr_resp': 'x', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
544.9112 	DATA 	Keypress: v
544.9245 	EXP 	fixation: autoDraw = False
544.9245 	EXP 	line1: autoDraw = False
544.9245 	EXP 	line2: autoDraw = False
544.9245 	EXP 	line3: autoDraw = False
544.9245 	EXP 	line4: autoDraw = False
544.9245 	EXP 	probe: autoDraw = False
544.9245 	EXP 	fixation: autoDraw = True
545.9242 	EXP 	fixation: autoDraw = False
545.9242 	EXP 	line1: autoDraw = True
545.9242 	EXP 	line2: autoDraw = True
545.9242 	EXP 	line3: autoDraw = True
545.9242 	EXP 	line4: autoDraw = True
546.9247 	INFO 	Keyboard events cleared
546.9240 	EXP 	probe: autoDraw = True
548.0421 	EXP 	New trial (rep=1, index=3): <Trial 3 (3 in rep 1) data={'pos': -50, 'corr_resp': 'x', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 1}>
548.0440 	DATA 	Keypress: x
548.0572 	EXP 	fixation: autoDraw = False
548.0572 	EXP 	line1: autoDraw = False
548.0572 	EXP 	line2: autoDraw = False
548.0572 	EXP 	line3: autoDraw = False
548.0572 	EXP 	line4: autoDraw = False
548.0572 	EXP 	probe: autoDraw = False
548.0572 	EXP 	fixation: autoDraw = True
549.0573 	EXP 	fixation: autoDraw = False
549.0573 	EXP 	line1: autoDraw = True
549.0573 	EXP 	line2: autoDraw = True
549.0573 	EXP 	line3: autoDraw = True
549.0573 	EXP 	line4: autoDraw = True
550.0584 	INFO 	Keyboard events cleared
550.0577 	EXP 	probe: autoDraw = True
550.6762 	EXP 	New trial (rep=1, index=4): <Trial 4 (4 in rep 1) data={'pos': -150, 'corr_resp': 'z', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 1}>
550.6781 	DATA 	Keypress: x
550.6907 	EXP 	fixation: autoDraw = False
550.6907 	EXP 	line1: autoDraw = False
550.6907 	EXP 	line2: autoDraw = False
550.6907 	EXP 	line3: autoDraw = False
550.6907 	EXP 	line4: autoDraw = False
550.6907 	EXP 	probe: autoDraw = False
550.6907 	EXP 	fixation: autoDraw = True
551.6906 	EXP 	fixation: autoDraw = False
551.6906 	EXP 	line1: autoDraw = True
551.6906 	EXP 	line2: autoDraw = True
551.6906 	EXP 	line3: autoDraw = True
551.6906 	EXP 	line4: autoDraw = True
552.6917 	INFO 	Keyboard events cleared
552.6909 	EXP 	probe: autoDraw = True
553.0933 	DATA 	Keypress: z
553.1089 	EXP 	New trial (rep=1, index=5): <Trial 5 (5 in rep 1) data={'pos': 150, 'corr_resp': 'v', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 1}>
553.1238 	EXP 	fixation: autoDraw = False
553.1238 	EXP 	line1: autoDraw = False
553.1238 	EXP 	line2: autoDraw = False
553.1238 	EXP 	line3: autoDraw = False
553.1238 	EXP 	line4: autoDraw = False
553.1238 	EXP 	probe: autoDraw = False
553.1238 	EXP 	fixation: autoDraw = True
554.1240 	EXP 	fixation: autoDraw = False
554.1240 	EXP 	line1: autoDraw = True
554.1240 	EXP 	line2: autoDraw = True
554.1240 	EXP 	line3: autoDraw = True
554.1240 	EXP 	line4: autoDraw = True
555.1244 	INFO 	Keyboard events cleared
555.1237 	EXP 	probe: autoDraw = True
555.9762 	DATA 	Keypress: v
555.9919 	EXP 	New trial (rep=2, index=6): <Trial 6 (6 in rep 2) data={'pos': -150, 'corr_resp': 'z', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 2}>
556.0072 	EXP 	fixation: autoDraw = False
556.0072 	EXP 	line1: autoDraw = False
556.0072 	EXP 	line2: autoDraw = False
556.0072 	EXP 	line3: autoDraw = False
556.0072 	EXP 	line4: autoDraw = False
556.0072 	EXP 	probe: autoDraw = False
556.0072 	EXP 	fixation: autoDraw = True
557.0070 	EXP 	fixation: autoDraw = False
557.0070 	EXP 	line1: autoDraw = True
557.0070 	EXP 	line2: autoDraw = True
557.0070 	EXP 	line3: autoDraw = True
557.0070 	EXP 	line4: autoDraw = True
558.0077 	INFO 	Keyboard events cleared
558.0070 	EXP 	probe: autoDraw = True
558.4087 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'pos': 50, 'corr_resp': 'c', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
558.4105 	DATA 	Keypress: z
558.4236 	EXP 	fixation: autoDraw = False
558.4236 	EXP 	line1: autoDraw = False
558.4236 	EXP 	line2: autoDraw = False
558.4236 	EXP 	line3: autoDraw = False
558.4236 	EXP 	line4: autoDraw = False
558.4236 	EXP 	probe: autoDraw = False
558.4236 	EXP 	fixation: autoDraw = True
559.4235 	EXP 	fixation: autoDraw = False
559.4235 	EXP 	line1: autoDraw = True
559.4235 	EXP 	line2: autoDraw = True
559.4235 	EXP 	line3: autoDraw = True
559.4235 	EXP 	line4: autoDraw = True
560.4242 	INFO 	Keyboard events cleared
560.4235 	EXP 	probe: autoDraw = True
560.9587 	EXP 	New trial (rep=2, index=8): <Trial 8 (8 in rep 2) data={'pos': 150, 'corr_resp': 'v', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 2}>
560.9605 	DATA 	Keypress: c
560.9737 	EXP 	fixation: autoDraw = False
560.9737 	EXP 	line1: autoDraw = False
560.9737 	EXP 	line2: autoDraw = False
560.9737 	EXP 	line3: autoDraw = False
560.9737 	EXP 	line4: autoDraw = False
560.9737 	EXP 	probe: autoDraw = False
560.9737 	EXP 	fixation: autoDraw = True
561.9734 	EXP 	fixation: autoDraw = False
561.9734 	EXP 	line1: autoDraw = True
561.9734 	EXP 	line2: autoDraw = True
561.9734 	EXP 	line3: autoDraw = True
561.9734 	EXP 	line4: autoDraw = True
562.9745 	INFO 	Keyboard events cleared
562.9738 	EXP 	probe: autoDraw = True
563.4750 	EXP 	New trial (rep=3, index=9): <Trial 9 (9 in rep 3) data={'pos': -150, 'corr_resp': 'z', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 3}>
563.4768 	DATA 	Keypress: v
563.4902 	EXP 	fixation: autoDraw = False
563.4902 	EXP 	line1: autoDraw = False
563.4902 	EXP 	line2: autoDraw = False
563.4902 	EXP 	line3: autoDraw = False
563.4902 	EXP 	line4: autoDraw = False
563.4902 	EXP 	probe: autoDraw = False
563.4902 	EXP 	fixation: autoDraw = True
564.4904 	EXP 	fixation: autoDraw = False
564.4904 	EXP 	line1: autoDraw = True
564.4904 	EXP 	line2: autoDraw = True
564.4904 	EXP 	line3: autoDraw = True
564.4904 	EXP 	line4: autoDraw = True
565.4740 	INFO 	Keyboard events cleared
565.4734 	EXP 	probe: autoDraw = True
565.8924 	EXP 	New trial (rep=2, index=10): <Trial 10 (10 in rep 2) data={'pos': -50, 'corr_resp': 'x', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 2}>
565.8943 	DATA 	Keypress: z
565.9066 	EXP 	fixation: autoDraw = False
565.9066 	EXP 	line1: autoDraw = False
565.9066 	EXP 	line2: autoDraw = False
565.9066 	EXP 	line3: autoDraw = False
565.9066 	EXP 	line4: autoDraw = False
565.9066 	EXP 	probe: autoDraw = False
565.9066 	EXP 	fixation: autoDraw = True
566.9071 	EXP 	fixation: autoDraw = False
566.9071 	EXP 	line1: autoDraw = True
566.9071 	EXP 	line2: autoDraw = True
566.9071 	EXP 	line3: autoDraw = True
566.9071 	EXP 	line4: autoDraw = True
567.9073 	INFO 	Keyboard events cleared
567.9066 	EXP 	probe: autoDraw = True
568.3584 	EXP 	New trial (rep=3, index=11): <Trial 11 (11 in rep 3) data={'pos': -50, 'corr_resp': 'x', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 3}>
568.3602 	DATA 	Keypress: x
568.3733 	EXP 	fixation: autoDraw = False
568.3733 	EXP 	line1: autoDraw = False
568.3733 	EXP 	line2: autoDraw = False
568.3733 	EXP 	line3: autoDraw = False
568.3733 	EXP 	line4: autoDraw = False
568.3733 	EXP 	probe: autoDraw = False
568.3733 	EXP 	fixation: autoDraw = True
569.3735 	EXP 	fixation: autoDraw = False
569.3735 	EXP 	line1: autoDraw = True
569.3735 	EXP 	line2: autoDraw = True
569.3735 	EXP 	line3: autoDraw = True
569.3735 	EXP 	line4: autoDraw = True
570.3741 	INFO 	Keyboard events cleared
570.3733 	EXP 	probe: autoDraw = True
570.6914 	EXP 	New trial (rep=4, index=12): <Trial 12 (12 in rep 4) data={'pos': -50, 'corr_resp': 'x', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 4}>
570.6933 	DATA 	Keypress: x
570.7064 	EXP 	fixation: autoDraw = False
570.7064 	EXP 	line1: autoDraw = False
570.7064 	EXP 	line2: autoDraw = False
570.7064 	EXP 	line3: autoDraw = False
570.7064 	EXP 	line4: autoDraw = False
570.7064 	EXP 	probe: autoDraw = False
570.7064 	EXP 	fixation: autoDraw = True
571.7064 	EXP 	fixation: autoDraw = False
571.7064 	EXP 	line1: autoDraw = True
571.7064 	EXP 	line2: autoDraw = True
571.7064 	EXP 	line3: autoDraw = True
571.7064 	EXP 	line4: autoDraw = True
572.7075 	INFO 	Keyboard events cleared
572.7068 	EXP 	probe: autoDraw = True
573.3249 	EXP 	New trial (rep=3, index=13): <Trial 13 (13 in rep 3) data={'pos': 150, 'corr_resp': 'v', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 3}>
573.3267 	DATA 	Keypress: x
573.3395 	EXP 	fixation: autoDraw = False
573.3395 	EXP 	line1: autoDraw = False
573.3395 	EXP 	line2: autoDraw = False
573.3395 	EXP 	line3: autoDraw = False
573.3395 	EXP 	line4: autoDraw = False
573.3395 	EXP 	probe: autoDraw = False
573.3395 	EXP 	fixation: autoDraw = True
574.3395 	EXP 	fixation: autoDraw = False
